#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:true_alignment_6" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:true_alignment_6" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:true_alignment_6" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:true_alignment_6" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.true_alignment_6" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:true_alignment_6" name="distribution" x="@BDBirthRate.t:true_alignment_6">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:true_alignment_6" name="distribution" x="@BDDeathRate.t:true_alignment_6">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true_alignment_6" id="treeLikelihood.true_alignment_6" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true_alignment_6">
#            <siteModel id="SiteModel.s:true_alignment_6" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true_alignment_6" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true_alignment_6" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true_alignment_6" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:true_alignment_6" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:true_alignment_6" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:true_alignment_6" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	BirthDeath	BDBirthRate	BDDeathRate
0	-7909.332955517585	-7896.880431687644	-12.452523829941558	-7896.880431687644	3.5338720092411458	-12.452523829941558	1.0	0.5
1000	-5379.2141025034125	-5377.114922655251	-2.0991798481620654	-5377.114922655251	0.9277833921421392	-2.0991798481620654	3.1538273854379235	0.2141628803898053
2000	-5378.253830512489	-5376.775252325318	-1.4785781871709882	-5376.775252325318	0.9080366390394957	-1.4785781871709882	2.3922922936392705	0.379161414843622
3000	-5377.7475051056035	-5376.603246174042	-1.1442589315607958	-5376.603246174042	0.8651765082302109	-1.1442589315607958	2.175649141831399	0.4440653334956799
4000	-5377.747400599294	-5376.30337609498	-1.4440245043141648	-5376.30337609498	0.8985227432612103	-1.4440245043141648	2.3483109606304216	0.3955201318404675
5000	-5382.335313760997	-5380.846227730238	-1.4890860307598488	-5380.846227730238	0.8833354143903293	-1.4890860307598488	2.1077932900878666	0.7306726426874468
6000	-5382.871007403474	-5379.959994493922	-2.91101290955205	-5379.959994493922	1.1094705761496082	-2.91101290955205	2.6993623786714496	0.32019967500341023
7000	-5376.728353022974	-5375.70634942322	-1.0220035997547219	-5375.70634942322	0.9183230094223075	-1.0220035997547219	1.2339998784476611	0.6379724990414226
8000	-5379.502232696251	-5377.751846277008	-1.7503864192433665	-5377.751846277008	0.872287849288797	-1.7503864192433665	2.97260018378305	0.34507927903527874
9000	-5378.687489287392	-5376.666965778695	-2.020523508696731	-5376.666965778695	0.834297937006698	-2.020523508696731	3.3842090142043033	0.36932449813500595
10000	-5379.4578079605735	-5378.46573083161	-0.9920771289633201	-5378.46573083161	0.8103032108237765	-0.9920771289633201	2.6903660204991033	0.2887817035922343
11000	-5380.01301289724	-5378.401981372297	-1.611031524942931	-5378.401981372297	1.001425800075996	-1.611031524942931	1.919500223406415	0.26359979688762075
12000	-5380.0312677915945	-5378.454631760035	-1.5766360315594952	-5378.454631760035	0.8779101579877241	-1.5766360315594952	0.8529426454183124	0.44359269840212556
13000	-5382.220701107625	-5380.882821959688	-1.3378791479371057	-5380.882821959688	0.9625781771866959	-1.3378791479371057	1.3465646796877182	0.461331806658533
14000	-5378.884315478225	-5377.083041064543	-1.8012744136822292	-5377.083041064543	0.9161772907485339	-1.8012744136822292	2.736561256602789	0.29106649271591806
15000	-5378.971162511583	-5377.795799190919	-1.175363320664086	-5377.795799190919	0.9456385798264597	-1.175363320664086	1.0915861789046382	0.5924647905391169
