Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate	
0	-6803.755357399075	-6798.352897802288	-5.402459596787434	-6798.352897802288	0.9355303562749926	0.9565724824979976	1.333719909958473	0.28021272169266576	0.2577189309235505	0.24227584447007286	0.2197925029137109	-2.3634413470668023	3.141835841717109	
1	-6800.25386230815	-6795.523023034698	-4.7308392734520295	-6795.523023034698	0.8490327402095406	0.8598284830417531	1.1680823439791406	0.26158713646232895	0.257670019181279	0.24888978886374172	0.23185305549265042	-1.7900897625854029	2.6891581537231346	
2	-6798.90934865615	-6794.019110759382	-4.890237896768016	-6794.019110759382	0.9224414229736713	0.7843951069948165	1.2584551923057647	0.2593814762654972	0.26064236694451465	0.24726862315799603	0.2327075336319923	-1.9349561771571333	2.0662586438231307	
3	-6793.297047452983	-6788.352939227336	-4.944108225647348	-6788.352939227336	0.8832964240518051	0.9585268406422263	1.2584551923057647	0.2624570847051994	0.24584328322971472	0.2595803245051111	0.232119307559975	-1.9349490561987723	2.4207853776795063	
4	-6793.31304245122	-6787.378702614097	-5.9343398371228675	-6787.378702614097	0.9560273202559592	0.9679265054203526	1.2073014780454316	0.26319656589352647	0.25028572813894945	0.2581906719558217	0.2283270340117026	-2.9423949447686235	3.1617126716791764	
5	-6791.147322854354	-6786.228515225012	-4.918807629341146	-6786.228515225012	0.9106338511106468	1.0340551062303145	1.2955388453321994	0.25634630558267696	0.25028572813894945	0.25721880178469503	0.23614916449367876	-1.8675615049150536	1.9765684723053545	
6	-6791.147322854354	-6786.228515225012	-4.918807629341146	-6786.228515225012	0.9106338511106468	1.0340551062303145	1.2955388453321994	0.25634630558267696	0.25028572813894945	0.25721880178469503	0.23614916449367876	-1.8675615049150536	1.9765684723053545	
7	-6791.147322854354	-6786.228515225012	-4.918807629341146	-6786.228515225012	0.9106338511106468	1.0340551062303145	1.2955388453321994	0.25634630558267696	0.25028572813894945	0.25721880178469503	0.23614916449367876	-1.8675615049150536	1.9765684723053545	
8	-6791.147322854354	-6786.228515225012	-4.918807629341146	-6786.228515225012	0.9106338511106468	1.0340551062303145	1.2955388453321994	0.25634630558267696	0.25028572813894945	0.25721880178469503	0.23614916449367876	-1.8675615049150536	1.9765684723053545	
9	-6794.0710941859015	-6786.105767890808	-7.965326295093721	-6786.105767890808	0.9166979154436642	1.0340551062303145	1.252670215080158	0.25634630558267696	0.25028572813894945	0.25721880178469503	0.23614916449367876	-4.931407700096249	4.623557571263676	
10	-6794.0710941859015	-6786.105767890808	-7.965326295093721	-6786.105767890808	0.9166979154436642	1.0340551062303145	1.252670215080158	0.25634630558267696	0.25028572813894945	0.25721880178469503	0.23614916449367876	-4.931407700096249	4.623557571263676	
