#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BirthDeath.t:true_alignment_8" spec="beast.evolution.speciation.BirthDeathGernhard08Model">
#            <parameter id="BDDeathRate.t:true_alignment_8" lower="0.0" name="relativeDeathRate" spec="beast.core.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <parameter id="BDBirthRate.t:true_alignment_8" lower="0.0" name="birthDiffRate" spec="beast.core.parameter.RealParameter" upper="10000.0">1.0</parameter>
#            <tree id="Tree.t:true_alignment_8" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.true_alignment_8" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="BirthRatePrior.t:true_alignment_8" name="distribution" x="@BDBirthRate.t:true_alignment_8">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="DeathRatePrior.t:true_alignment_8" name="distribution" x="@BDDeathRate.t:true_alignment_8">
#            <Uniform id="Uniform.101" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="ucldStdevPrior.c:true_alignment_8" name="distribution">
#            <parameter id="ucldStdev.c:true_alignment_8" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.1" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true_alignment_8" id="treeLikelihood.true_alignment_8" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true_alignment_8">
#            <siteModel id="SiteModel.s:true_alignment_8" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true_alignment_8" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true_alignment_8" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true_alignment_8" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:true_alignment_8" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:true_alignment_8" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:true_alignment_8">
#                <LogNormal S="@ucldStdev.c:true_alignment_8" id="LogNormalDistributionModel.c:true_alignment_8" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.2" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:true_alignment_8" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:true_alignment_8" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	BirthDeath	BDBirthRate	BDDeathRate
0	-8548.293295888438	-8538.765551037975	-9.527744850462279	-8538.765551037975	3.6143155564587808	0.1	0.9756932119134161	0.004817612021413343	0.06821694221231839	-10.347108995583081	1.0	0.5
1000	-8052.136862555192	-8044.172232503174	-7.964630052018081	-8044.172232503174	1.9541320003193194	0.41453658268210686	0.6848497719021853	0.13753598333903222	0.48349860073663453	-7.305699721208051	0.5377077292419402	0.46252098562914434
2000	-8049.828473223975	-8044.085503336712	-5.742969887264095	-8044.085503336712	1.335106019741822	0.2475205235844034	0.8277387399280264	0.07264712300088057	0.3018781283574977	-5.758782275965483	0.6756740863149935	0.2569385237505143
3000	-8053.658805339867	-8047.85661512871	-5.80219021115744	-8047.85661512871	1.1567623116915122	0.08530590615497208	0.9918765251861446	0.0038609793306019105	0.06240934871288582	-6.733200400736249	1.7292414754135097	0.18351329014673512
4000	-8050.66671360376	-8045.989052867593	-4.677660736167101	-8045.989052867593	0.977099418768581	0.1489845596353682	1.0289657428405703	0.014578372830244506	0.11406737655370966	-5.185210658983788	1.325464147869347	0.334185795423847
5000	-8046.15561337411	-8042.764099472461	-3.391513901649015	-8042.764099472461	1.008651020821335	0.016834759496394076	1.0054774995505302	8.713151809271303E-5	0.009286283374004225	-5.248951030222473	0.5026727015625523	0.45245631214766313
6000	-8049.000223584531	-8045.6336979423695	-3.366525642162238	-8045.6336979423695	0.9325817544425785	0.009930253595469271	0.9980032843294003	1.1982685866891984E-4	0.010962607780003632	-5.485068755475544	0.4764437409955407	0.6145512048523756
7000	-8049.939207159588	-8045.393591507097	-4.545615652490166	-8045.393591507097	1.0035017786052904	0.03433624532482247	0.9937230610427956	2.6466302925097864E-4	0.016364133828917517	-6.0290726315876455	0.5591950962247577	0.679262557557054
8000	-8049.145744507084	-8043.445036522834	-5.700707984249742	-8043.445036522834	0.8964855574341366	0.10726342600242537	1.0106372402460708	0.011079072425838218	0.10620253912782578	-6.468770827160526	0.09695106926750563	0.8340177456463599
9000	-8051.238775558515	-8046.35300299634	-4.885772562174246	-8046.35300299634	1.0235383905763462	0.09205387325412326	0.9933169431652031	0.001566598252599655	0.03990733388962581	-5.7640629041827305	0.1771229267752847	0.8549908193009569
10000	-8048.89922846281	-8043.472979558264	-5.42624890454559	-8043.472979558264	1.108481996195946	0.07002279874975258	1.007167843041248	0.0058832328014529495	0.07691698806547985	-6.488171164860641	0.26742431300630315	0.8676320942130613
11000	-8052.9096001100725	-8046.9621593404945	-5.947440769578352	-8046.9621593404945	0.9753597136116691	0.2191553790506852	0.9894637676631782	0.019056426093215492	0.14015656796500497	-6.093563355781478	0.1942912603472723	0.7225617604335354
12000	-8048.699879086993	-8045.181672828217	-3.5182062587751446	-8045.181672828217	1.0015127319421575	0.025754085685072717	1.010333284454619	3.192314345994894E-4	0.017701795628904553	-5.156550335948082	0.5296013673325292	0.3402964611727085
13000	-8046.182235112359	-8042.815727717525	-3.3665073948345396	-8042.815727717525	0.9926062478944915	0.016645246443751774	1.0046301589253341	3.901324807369453E-4	0.019739147177159938	-5.229652990521137	0.5682024069861916	0.2639732265511039
14000	-8046.854836039124	-8043.6446650675625	-3.2101709715615807	-8043.6446650675625	1.068261415256194	0.005456616589694257	0.9990887275673058	2.454612813493704E-5	0.004963128159718752	-5.616096007550849	0.9237647832686202	0.3781439063323655
