#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:true_alignment_14" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:true_alignment_14" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:true_alignment_14" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.true_alignment_14" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:true_alignment_14" name="distribution" x="@birthRate.t:true_alignment_14">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true_alignment_14" id="treeLikelihood.true_alignment_14" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true_alignment_14">
#            <siteModel id="SiteModel.s:true_alignment_14" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true_alignment_14" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true_alignment_14" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true_alignment_14" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JC69.s:true_alignment_14" spec="beast.evolution.substitutionmodel.JukesCantor"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:true_alignment_14" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:true_alignment_14" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate
0	-11081.155421749356	-11074.664021079732	-6.491400669622879	-11074.664021079732	1.9988220373562355	-6.491400669622879	1.0
1000	-8026.770305403406	-8021.708162945475	-5.0621424579313175	-8021.708162945475	1.0223506834583804	-5.0621424579313175	2.617721357558469
2000	-8024.678903942542	-8020.781445699389	-3.8974582431525624	-8020.781445699389	1.0384290811501533	-3.8974582431525624	1.6332919834536923
3000	-8027.528073208992	-8021.692163570654	-5.835909638338253	-8021.692163570654	1.063208183202721	-5.835909638338253	3.018277770636896
4000	-8024.689701331198	-8020.530184895681	-4.159516435517935	-8020.530184895681	0.9982473289011092	-4.159516435517935	2.0681649151976185
5000	-8024.802881885199	-8020.988793868673	-3.8140880165252944	-8020.988793868673	1.0072715839289308	-3.8140880165252944	1.589213496379366
6000	-8025.216236633959	-8020.477965418654	-4.738271215304436	-8020.477965418654	0.9523015109960623	-4.738271215304436	0.7562959176962899
7000	-8026.396116536681	-8022.74108899123	-3.6550275454512984	-8022.74108899123	0.9524821078999103	-3.6550275454512984	1.4460802558532142
8000	-8026.327300726017	-8022.796232045859	-3.5310686801578033	-8022.796232045859	0.8935093418129918	-3.5310686801578033	1.192028450342299
9000	-8027.108029884129	-8022.456581122449	-4.651448761679678	-8022.456581122449	1.119073775129528	-4.651448761679678	0.8723989661933178
10000	-8029.970702563074	-8026.6128284255765	-3.3578741374976584	-8026.6128284255765	0.9121257466420942	-3.3578741374976584	1.7118964307384108
11000	-8024.9146967864235	-8020.935375212977	-3.979321573446137	-8020.935375212977	1.087872063568058	-3.979321573446137	1.2197494637663893
12000	-8028.915909253041	-8021.279738230341	-7.636171022699829	-8021.279738230341	0.9504079554128507	-7.636171022699829	4.025456246488939
13000	-8026.351094649421	-8022.632745730801	-3.7183489186195495	-8022.632745730801	0.9670964579786535	-3.7183489186195495	1.8900802552782132
14000	-8028.631674579872	-8021.173726930185	-7.457947649686959	-8021.173726930185	1.0623197857363402	-7.457947649686959	3.6838438014893327
15000	-8030.2037669538	-8025.943574035842	-4.260192917957807	-8025.943574035842	1.1249267141323114	-4.260192917957807	1.4291548584005744
16000	-8029.4850999446135	-8025.100484603643	-4.384615340970239	-8025.100484603643	1.187320926019876	-4.384615340970239	1.1957609008818377
17000	-8024.281138138548	-8020.420667969182	-3.860470169365857	-8020.420667969182	1.0181103022075848	-3.860470169365857	1.2499324381554606
18000	-8026.408056827135	-8022.534330312213	-3.873726514921624	-8022.534330312213	1.0616834858243147	-3.873726514921624	1.5052142151524317
19000	-8027.792610575656	-8024.124586833221	-3.668023742435624	-8024.124586833221	0.9402558860471703	-3.668023742435624	2.1271795812212173
20000	-8026.7214527268225	-8022.2742228904335	-4.447229836389271	-8022.2742228904335	0.9916090274568096	-4.447229836389271	2.192303635798473
21000	-8026.644903133701	-8022.499815995011	-4.145087138689613	-8022.499815995011	0.9423691880767493	-4.145087138689613	0.8972197337454885
22000	-8025.599521015183	-8021.804064775237	-3.795456239946349	-8021.804064775237	0.9782463574694293	-3.795456239946349	1.190266975883915
23000	-8027.178347352396	-8023.285329697726	-3.893017654669249	-8023.285329697726	0.9263216808432999	-3.893017654669249	1.9011050962910214
24000	-8026.179460593594	-8022.658912757027	-3.520547836566556	-8022.658912757027	0.9699217760244719	-3.520547836566556	1.6710428814342626
25000	-8024.513661659429	-8020.814632279598	-3.6990293798303373	-8020.814632279598	0.9631806800526755	-3.6990293798303373	1.7250613222032916
26000	-8025.025336118227	-8020.929096355559	-4.096239762668145	-8020.929096355559	1.0018960636834797	-4.096239762668145	0.9992690450063696
27000	-8027.134430664761	-8022.694211207116	-4.440219457645045	-8022.694211207116	0.9930171564741603	-4.440219457645045	0.8513395196374779
28000	-8026.18144814067	-8021.840375784552	-4.3410723561186675	-8021.840375784552	0.9848154323581088	-4.3410723561186675	2.0807546597971784
29000	-8028.303127636788	-8023.841270480083	-4.461857156705653	-8023.841270480083	1.1288816955097445	-4.461857156705653	0.9855079040197275
30000	-8028.086794779646	-8023.920408968444	-4.166385811202441	-8023.920408968444	0.9546805147503783	-4.166385811202441	0.9876088394913838
31000	-8026.459802365228	-8022.481289713378	-3.9785126518498206	-8022.481289713378	1.0166673742558583	-3.9785126518498206	1.9480419924507941
32000	-8028.851174791162	-8025.106416325363	-3.7447584657981032	-8025.106416325363	1.0667861245054853	-3.7447584657981032	1.6683468089943665
33000	-8027.247823490732	-8022.762071815798	-4.4857516749343915	-8022.762071815798	0.9609459168284351	-4.4857516749343915	2.4063083993062846
34000	-8028.122434561315	-8023.492343157928	-4.630091403386146	-8023.492343157928	1.215267794651957	-4.630091403386146	0.9739235861074018
35000	-8025.206531668473	-8020.998753412749	-4.2077782557245325	-8020.998753412749	1.0711859948105205	-4.2077782557245325	1.0597477144508058
36000	-8024.9281102797995	-8020.203851339148	-4.724258940651604	-8020.203851339148	1.0273985063708257	-4.724258940651604	0.7774161813022845
37000	-8027.978959959683	-8022.213120320222	-5.765839639461652	-8022.213120320222	1.1068340854395036	-5.765839639461652	2.691973993271758
38000	-8024.671317455262	-8020.750940908343	-3.92037654691937	-8020.750940908343	0.9699717527221027	-3.92037654691937	2.13479555737339
39000	-8026.699333917841	-8022.760484398063	-3.9388495197773272	-8022.760484398063	1.0681731484713906	-3.9388495197773272	1.4005191520396973
40000	-8026.939372813388	-8023.054865270114	-3.8845075432744562	-8023.054865270114	0.8873872754526372	-3.8845075432744562	2.2525823260377846
41000	-8024.863349928366	-8020.705601236383	-4.1577486919830395	-8020.705601236383	1.041612549404589	-4.1577486919830395	2.032727780921721
42000	-8026.50910983796	-8022.065479469225	-4.44363036873518	-8022.065479469225	1.123550870691176	-4.44363036873518	1.8773912031952475
43000	-8026.175383001225	-8021.653965204686	-4.52141779653885	-8021.653965204686	1.0403235269960076	-4.52141779653885	0.8637707279675922
44000	-8024.161417347894	-8020.5755090901785	-3.585908257715449	-8020.5755090901785	0.9275340040475192	-3.585908257715449	1.315355445228096
45000	-8024.348636110879	-8020.434833589998	-3.913802520881642	-8020.434833589998	0.938458604476866	-3.913802520881642	2.1349637656467655
46000	-8026.117076004556	-8022.431836529766	-3.685239474790122	-8022.431836529766	0.9624040902552923	-3.685239474790122	1.2381304357351846
47000	-8028.741218205159	-8024.555554232612	-4.185663972547382	-8024.555554232612	1.0120602920581085	-4.185663972547382	0.9748258368507431
48000	-8026.5668587777445	-8022.213181233877	-4.353677543867946	-8022.213181233877	0.9670109630432727	-4.353677543867946	2.3435661482199754
49000	-8025.137878327783	-8020.343491068055	-4.7943872597280155	-8020.343491068055	1.0094410688625406	-4.7943872597280155	2.4669023653309794
50000	-8023.665979954037	-8019.865488171181	-3.8004917828561524	-8019.865488171181	1.0060084961054898	-3.8004917828561524	1.2876226964351163
51000	-8029.3569018407525	-8025.335952663239	-4.020949177513325	-8025.335952663239	1.1275815796121045	-4.020949177513325	1.5349339354275313
52000	-8028.404036454785	-8022.231239088374	-6.172797366410049	-8022.231239088374	0.9310040416686963	-6.172797366410049	0.5015455524934503
53000	-8029.238344636902	-8024.838444305984	-4.39990033091807	-8024.838444305984	0.944969680423967	-4.39990033091807	0.817169568239472
54000	-8027.598039764808	-8023.308855783125	-4.289183981683391	-8023.308855783125	0.9853257758716989	-4.289183981683391	0.9042659422597753
55000	-8024.37839466945	-8020.767728483924	-3.6106661855269406	-8020.767728483924	0.9353295279477789	-3.6106661855269406	1.3323381033663302
56000	-8026.335075074332	-8022.828103839188	-3.5069712351438276	-8022.828103839188	0.9039819234112769	-3.5069712351438276	1.6890847062611782
57000	-8025.908597977682	-8021.852159011217	-4.056438966465121	-8021.852159011217	1.0678908302427441	-4.056438966465121	1.9114087383563485
58000	-8024.572563629776	-8020.542948069492	-4.029615560283332	-8020.542948069492	1.0227789758024652	-4.029615560283332	1.941968307697551
59000	-8027.5923354072975	-8021.60726003003	-5.9850753772671945	-8021.60726003003	0.960833826695127	-5.9850753772671945	3.3586301102616547
60000	-8027.010013876944	-8022.94344903697	-4.066564839973733	-8022.94344903697	1.087286992790294	-4.066564839973733	1.7670935638035403
61000	-8026.646972500291	-8022.3732477889125	-4.273724711378406	-8022.3732477889125	1.1486588478165565	-4.273724711378406	1.1206141884219256
62000	-8028.011155373194	-8023.587088575343	-4.424066797851409	-8023.587088575343	1.01775642997206	-4.424066797851409	0.8884662609744943
63000	-8025.9199937142685	-8022.452792876713	-3.4672008375556507	-8022.452792876713	0.9013363752368442	-3.4672008375556507	1.3540520701240093
64000	-8031.343773614403	-8021.015680857382	-10.328092757021743	-8021.015680857382	1.0649626118154785	-10.328092757021743	4.517764327768905
65000	-8024.952734581579	-8021.025899020296	-3.9268355612828874	-8021.025899020296	1.014340467214183	-3.9268355612828874	1.5307295693337153
66000	-8025.199928329249	-8020.346288571974	-4.853639757275072	-8020.346288571974	1.016140850802826	-4.853639757275072	2.495468299018217
67000	-8028.673317788243	-8024.25677684712	-4.416540941123687	-8024.25677684712	0.9760232320673612	-4.416540941123687	0.8323995774969674
68000	-8031.848200445661	-8026.661597662728	-5.186602782932658	-8026.661597662728	1.0444608811137124	-5.186602782932658	0.7060738008005483
69000	-8025.644779638995	-8021.4613451756595	-4.183434463334888	-8021.4613451756595	1.0294648385107632	-4.183434463334888	0.9699630447010265
70000	-8030.472832256857	-8026.038068001582	-4.434764255275134	-8026.038068001582	1.069286381418917	-4.434764255275134	0.9709744602257429
71000	-8026.4046505335045	-8021.855857409305	-4.548793124199386	-8021.855857409305	1.083073000385644	-4.548793124199386	0.8404901142984683
72000	-8026.161227478625	-8022.366271013513	-3.794956465111339	-8022.366271013513	0.9497798291440884	-3.794956465111339	2.071130109375769
73000	-8035.903624036044	-8031.013664028052	-4.889960007992286	-8031.013664028052	1.3929429785610774	-4.889960007992286	1.5406806320828323
74000	-8027.0004527474275	-8021.331439603282	-5.669013144145532	-8021.331439603282	0.9930411374260336	-5.669013144145532	3.0880909118439446
75000	-8032.667284100756	-8029.426313681398	-3.2409704193575792	-8029.426313681398	0.854636131259753	-3.2409704193575792	1.7521240175545887
76000	-8029.922028200314	-8025.693901921475	-4.228126278838852	-8025.693901921475	1.1073283010797865	-4.228126278838852	1.128450758632702
77000	-8027.3337704210035	-8023.061316547966	-4.2724538730369135	-8023.061316547966	1.0901694120329501	-4.2724538730369135	1.8006132157618424
78000	-8026.035401344308	-8022.089331667745	-3.946069676563476	-8022.089331667745	0.9771855375402124	-3.946069676563476	1.003361365340128
